headline,rank,scraped_at,source,topic_name
interactive Here's how far an abortion clinic is from your county,13,2022-07-01 01:00:38.076618+00:00,cnn,Abortion Clinic County
"State abortion bans blocked by Florida, Kentucky judges ",13,2022-07-01 01:01:35.457163+00:00,reuters,Utah Block Abortion Ban Sues
Listen: What a divided Supreme Court means for the future of our democracy,14,2022-07-01 01:00:54.765161+00:00,washingtonpost,Supreme Court
Roe v. Wade was criticized by many liberal academics: Turley,14,2022-06-25 14:00:25.790349+00:00,foxnews,Roe Wade Justices
Abortion should never have been decided by unelected judges: Severino,14,2022-06-25 01:00:25.705523+00:00,foxnews,Court Abortion Ruling Supreme
U.S. Supreme Court throws out rulings upholding gun restrictions ,14,2022-07-01 01:01:35.457163+00:00,reuters,Gun Ruling Laws
Why the Supreme Court’s gun ruling is an entirely reasonable one,14,2022-06-25 01:01:05.561244+00:00,washingtonpost,Gun Ruling Laws
"Disney, other U.S. companies offer abortion travel benefit after Roe decision ",14,2022-06-25 01:01:50.376738+00:00,reuters,Companies Travel Abortion Benefits
New Mexico shields abortion clinics ahead of expected patient surge ,14,2022-06-28 01:01:33.928326+00:00,reuters,Abortion Clinic County
The 4 remaining Supreme Court cases of this blockbuster term,15,2022-06-29 14:00:35.545694+00:00,cnn,Supreme Court
SUPREME REVENGE: NY Times op-ed lays out plan to 'discipline' SCOTUS over Roe v. Wade,15,2022-06-27 01:00:26.601010+00:00,foxnews,Roe Wade Justices
Supreme Court ruling casts cloud over U.S. leadership in global climate fight ,15,2022-07-01 01:01:35.457163+00:00,reuters,Epa Climate Court Supreme
LANDMARK LEGACY: What the SCOTUS decision to overturn Roe means for America,15,2022-06-27 14:00:21.237672+00:00,foxnews,Roe America
Biden administration on lookout for states violating women's rights  after abortion ruling ,15,2022-06-29 01:01:34.544756+00:00,reuters,Biden Administration Abortion
"VIOLENT CHAOS: Police deploy tear gas, lawmakers 'held hostage' as Roe demonstrators target state Senate",15,2022-06-26 01:00:26.527973+00:00,foxnews,Senate Opponent State Assaulted
States Rush to Revamp Laws After Supreme Court’s Gun Ruling,15,2022-06-25 01:00:44.957756+00:00,nytimes,Gun Ruling Laws
Our columnist writes about how the Roe v. Wade ruling affected celebrating the 50th anniversary of Title IX.,16,2022-06-27 14:00:31.100726+00:00,nytimes,Roe Wade Justices
New York lawmakers to loosen gun laws after Supreme Court ruling ,16,2022-06-30 14:01:42.725913+00:00,reuters,Gun Ruling Laws
"U.S. Supreme Court expands gun rights, strikes down New York law ",16,2022-06-25 01:01:50.376738+00:00,reuters,Gun Ruling Laws
This Texas teen wanted an abortion. She now has twins.,16,2022-06-25 14:01:15.739161+00:00,washingtonpost,Wanted Twins
U.S. Supreme Court to hear Republican bid to curb judicial oversight of elections ,16,2022-07-01 01:01:35.457163+00:00,reuters,Louisiana Map Republican Bid Resurrects
Listen: The day Roe v. Wade was struck down by the Supreme Court,17,2022-06-25 01:01:05.561244+00:00,washingtonpost,Roe Wade Justices
Analysis: Does the Roe ruling have a political silver lining for Democrats?,17,2022-06-28 01:00:36.130508+00:00,cnn,Democrats Roe Levin Mark
Planned Parenthood of Utah sues to block abortion ban ,17,2022-06-27 14:01:25.300241+00:00,reuters,Utah Block Abortion Ban Sues
"Listen: She wanted an abortion. Now, she has twins.",17,2022-06-28 01:00:52.936111+00:00,washingtonpost,Wanted Twins
Kamala Harris to sit down with CNN for first interview after Roe reversal,17,2022-06-27 14:01:11.238075+00:00,cnn,Kamala Harris Tweet
U.S. Supreme Court allows Louisiana electoral map faulted for racial bias ,17,2022-06-29 01:01:34.544756+00:00,reuters,Louisiana Map Republican Bid Resurrects
U.S. Supreme Court backs Biden bid to end Trump 'remain in Mexico' policy ,18,2022-07-01 01:01:35.457163+00:00,reuters,Epa Climate Court Supreme
"Abortions in Texas can temporarily resume, judge rules",18,2022-06-29 01:00:50.809351+00:00,washingtonpost,Texas Sodomy Personal Defend
DeSantis vows to appeal abortion ban ruling to state supreme court: will 'withstand all legal challenges',18,2022-07-01 01:00:25.505605+00:00,foxnews,Appeal Desantis Vows Abortion
Mom who sought abortion dies. See her chilling texts hours before her death,18,2022-06-30 01:00:36.012545+00:00,cnn,Wanted Twins
"Restricting abortion just makes it more deadly, says U.N. after U.S. ruling ",19,2022-06-25 01:01:50.376738+00:00,reuters,States Abortion Banned
Explainer: What is the Trump-era 'remain in Mexico' program the Supreme Court said Biden can end? ,19,2022-07-01 01:01:35.457163+00:00,reuters,Epa Climate Court Supreme
Biden making abortion a midterms issue is ‘a slap in the face' after failing to codify Roe: liberal strategist,19,2022-06-28 14:00:26.322088+00:00,foxnews,Biden Administration Abortion
"Supreme Court ruling proves we weren't 'hysterical,' we were right",20,2022-06-25 01:00:25.705523+00:00,foxnews,Supreme Court
MIDTERM MAYHEM: Dem strategists predict how abortion ruling will impact upcoming elections,20,2022-06-27 01:00:26.601010+00:00,foxnews,Democrats Midterms Abortion
"Cori Bush speaks at pro-choice rally where protesters call abortion 'act of love,' demand no restrictions",20,2022-06-25 14:00:25.790349+00:00,foxnews,Democrats Midterms Abortion
Supreme Court rules for high school football coach who prayed at midfield,20,2022-06-28 01:00:52.936111+00:00,washingtonpost,Coach Football High School
Can pregnant patients receive chemotherapy? The many unanswered questions doctors face after abortion ruling.,20,2022-06-29 14:00:53.621496+00:00,washingtonpost,Abortion Clinic County
"It Wasn’t Easy, but I Had an Abortion at Home in Texas. Here’s My Story.",20,2022-06-30 01:00:34.929384+00:00,nytimes,Trauma Abortion
Analysis: Supreme Court pushes divided nation closer to breaking point,21,2022-06-28 14:00:39.699345+00:00,cnn,Supreme Court
"In recent works, our critic senses that women can’t have a story without the right to abortion.",21,2022-06-28 01:00:35.639327+00:00,nytimes,America Appalling World Told
"Texas lunges into center of battles over personal freedom, starting with abortion and sodomy",21,2022-07-01 01:00:54.765161+00:00,washingtonpost,Texas Sodomy Personal Defend
"'TRIUMPH CAN RISE FROM TRAGEDY': Abortion survivor, pro-life activist rejoice after Roe v Wade reversal",21,2022-06-26 14:00:27.740719+00:00,foxnews,Pro Life Movement
Swing state governor backs abortion ban after Roe v. Wade decision,22,2022-06-25 14:00:25.790349+00:00,foxnews,States Abortion Banned
The Supreme Court’s Fighting Words,22,2022-06-27 14:00:31.100726+00:00,nytimes,Supreme Court
The Supreme Court Is the Final Word on Nothing,22,2022-07-01 14:00:36.817104+00:00,nytimes,Supreme Court
End of Roe v. Wade Puts State Judges in Spotlight,22,2022-06-29 14:01:00.342372+00:00,wsj,Roe Wade Justices
Supreme Court Puts Brakes on EPA in Far-Reaching Decision,22,2022-07-01 14:01:07.401061+00:00,wsj,Epa Climate Court Supreme
"At New York’s Pride weekend, a noticeable cloud from the Supreme Court",22,2022-06-27 01:01:24.602635+00:00,washingtonpost,Pride Fireworks July Parade
"This Is the Reality of Abortion in America, as Told by Our Readers",22,2022-06-28 01:00:35.639327+00:00,nytimes,America Appalling World Told
Good Morning America finally deletes tweet praising Justice Jackson as 'the first Black Supreme Court justice',22,2022-07-01 01:00:25.505605+00:00,foxnews,Jackson Ketanji Brown
Texas AG says he’d defend sodomy law if Supreme Court revisits ruling,22,2022-06-30 01:00:52.623485+00:00,washingtonpost,Texas Sodomy Personal Defend
"Democrats say 'follow the science' about everything but Roe, Mark Levin says",22,2022-06-26 14:00:27.740719+00:00,foxnews,Democrats Roe Levin Mark
"Major companies take abortion stance after Roe ruling, offer to cover expenses",22,2022-06-25 01:00:25.705523+00:00,foxnews,Companies Travel Abortion Benefits
Abortion will soon be banned in 13 states. Here’s which could be next.,23,2022-06-25 01:01:05.561244+00:00,washingtonpost,States Abortion Banned
Rubio shuts down false claims about abortion now being banned nationwide,23,2022-06-25 14:00:25.790349+00:00,foxnews,States Abortion Banned
Is the Supreme Court Facing a Legitimacy Crisis?,23,2022-06-30 01:00:34.929384+00:00,nytimes,Supreme Court
How to Discipline a Rogue Supreme Court,23,2022-06-26 01:00:37.217965+00:00,nytimes,Supreme Court
The Politicization of the Supreme Court Is Eroding Its Legitimacy,23,2022-06-27 14:00:31.100726+00:00,nytimes,Supreme Court
'LET'S SHUT IT DOWN': Big bridge grinds to halt as man scales structure after Supreme Court decision,23,2022-06-25 01:00:25.705523+00:00,foxnews,Supreme Court
After Supreme Court's abortion decision conservatives face a new and even greater challenge,23,2022-06-30 14:00:29.821248+00:00,foxnews,Court Abortion Ruling Supreme
"Post Politics Now: Biden endorses scrapping Senate filibuster to codify abortion, privacy rights ",23,2022-06-30 14:00:59.569053+00:00,washingtonpost,Filibuster Abortion Rights
Dobbs Is Not the Only Reason to Question the Legitimacy of the Supreme Court,24,2022-06-30 14:00:40.529347+00:00,nytimes,Supreme Court
America’s Post-Roe Chaos Is Here,24,2022-07-01 14:00:36.817104+00:00,nytimes,Roe America
"Mississippi Gov. Tate Reeves 'ecstatic' over Supreme Court abortion ruling, says it's a 'win for life'",24,2022-06-25 14:00:25.790349+00:00,foxnews,Court Abortion Ruling Supreme
Live updates: Biden says restoring abortion rights is up to voters,24,2022-06-25 01:01:05.561244+00:00,washingtonpost,Biden Administration Abortion
Pelosi already using landmark abortion ruling to fire up Democrats before key midterms,24,2022-06-25 01:00:25.705523+00:00,foxnews,Democrats Midterms Abortion
Lessons From the Terrible Triumph of the Anti-Abortion Movement,24,2022-06-28 01:00:35.639327+00:00,nytimes,Pro Life Movement
"Vatican praises abortion ruling, says being pro-life means supporting other issues as well",24,2022-06-26 14:00:27.740719+00:00,foxnews,Vatican Praises Jesus
'UNCLE CLARENCE': Samuel L. Jackson goes after Justice Thomas in racial attack after Roe ruling,25,2022-06-26 01:00:26.527973+00:00,foxnews,Jackson Ketanji Brown
Supreme Court Blocks Order Creating Second Majority-Black District in Louisiana,25,2022-06-29 01:00:57.082317+00:00,wsj,Louisiana Map Republican Bid Resurrects
Abortion is now banned in these states. Others will follow.,26,2022-06-27 01:01:24.602635+00:00,washingtonpost,States Abortion Banned
The End of Roe Is Just the Beginning,26,2022-06-26 01:00:37.217965+00:00,nytimes,Roe America
The Ruling Overturning Roe Is an Insult to Women and the Judicial System,26,2022-06-25 01:00:44.957756+00:00,nytimes,Roe America
Biden official floats 'aggressive' plan to help women gain access to abortions,26,2022-06-28 01:00:24.770815+00:00,foxnews,Biden Administration Abortion
"Pence leans in on abortion, as Trump, other potential 2024 candidates are more cautious",26,2022-06-28 01:00:52.936111+00:00,washingtonpost,Democrats Midterms Abortion
"The Reality of Abortion in America, as Told by Our Readers",26,2022-06-28 14:00:37.342855+00:00,nytimes,America Appalling World Told
"U.S. abortion decision ‘horrific’ and ‘appalling,’ world leaders say ",26,2022-06-25 01:01:05.561244+00:00,washingtonpost,America Appalling World Told
"Barstool's Dave Portnoy rips Roe v. Wade ruling, says it’s too dangerous to vote Republican",26,2022-06-25 01:00:25.705523+00:00,foxnews,Democrats Roe Levin Mark
"Kristi Noem celebrates SCOTUS abortion decision, saying Friday was a 'wonderful day'",26,2022-06-25 14:00:25.790349+00:00,foxnews,Rape Noem Abortion Decision Wonderful Day
Roe’s Death Will Change American Democracy,27,2022-06-25 01:00:44.957756+00:00,nytimes,Roe America
Iowa seeks to revive 'heartbeat' law after Supreme Court abortion ruling ,28,2022-06-29 01:01:34.544756+00:00,reuters,States Abortion Banned
What Happens When People Won’t Accept a Supreme Court Decision?,28,2022-06-28 01:00:35.639327+00:00,nytimes,Supreme Court
I Prayed and Protested to End Roe. What Comes Next?,28,2022-06-25 01:00:44.957756+00:00,nytimes,Roe America
Think About What the World Was Really Like Before Roe,28,2022-06-30 14:00:40.529347+00:00,nytimes,Roe America
"Women of color will be most impacted by the end of Roe, experts say",28,2022-06-25 01:01:05.561244+00:00,washingtonpost,Roe America
Democrats seize on abortion ruling in midterms as Republicans tread carefully,28,2022-06-27 01:01:24.602635+00:00,washingtonpost,Democrats Midterms Abortion
"Abortion on the Ballot: ‘Remember, You Are Alone in the Voting Booth’",28,2022-07-01 01:00:36.239844+00:00,nytimes,Democrats Midterms Abortion
"For these young Americans, abortion is personal — and complicated",28,2022-06-25 14:01:15.739161+00:00,washingtonpost,America Appalling World Told
Requiem for the Supreme Court,29,2022-06-26 01:00:37.217965+00:00,nytimes,Supreme Court
Women who survived mothers' abortions explain how 'trauma' has impacted lives,29,2022-06-26 14:00:27.740719+00:00,foxnews,Trauma Abortion
Supreme Court steps into a void left by congressional dysfunction,30,2022-06-25 14:01:15.739161+00:00,washingtonpost,Supreme Court
The Supreme Court’s E.P.A. Decision Is More Gloom Than Doom,30,2022-07-01 14:00:36.817104+00:00,nytimes,Supreme Court
Pride March attendees react to Supreme Court's abortion ruling,30,2022-06-27 14:00:21.237672+00:00,foxnews,Pride Fireworks July Parade
The Biden administration is playing defense on abortion access,30,2022-06-29 14:00:53.621496+00:00,washingtonpost,Biden Administration Abortion
Democracy advocates raise alarm after Supreme Court takes election case,0,2022-07-02 01:01:05.302804+00:00,washingtonpost,Supreme Court
"Your Supreme Court questions, answered",0,2022-07-02 14:00:39.211878+00:00,cnn,Supreme Court
"Spurred by the Supreme Court, a Nation Divides Along a Red-Blue Axis",0,2022-07-02 14:00:37.833963+00:00,nytimes,Supreme Court
Next Front Line in the Abortion Wars: State Supreme Courts,0,2022-07-06 14:00:36.142389+00:00,nytimes,Abortion Rights Women
The Long Path to Reclaim Abortion Rights,0,2022-07-03 01:00:38.547876+00:00,nytimes,Abortion Rights Women
New York Fights Back on Guns and Abortion After Supreme Court Rulings,0,2022-07-02 01:00:43.164503+00:00,nytimes,New York Supreme
Kamala Harris appears to compare Roe ruling to legacy of slavery,0,2022-07-04 01:00:48.566511+00:00,washingtonexaminer,Roe Wade Without
Democrats Seize on Roe Backlash to Court Moderates,0,2022-07-05 14:00:32.935812+00:00,nytimes,Roe Wade Without
Rewriting history: Google to delete location data for abortion clinic trips,0,2022-07-02 01:00:57.552299+00:00,washingtonexaminer,Google Location History Delete
Jan. 6 showed two identities of Secret Service: Gutsy heroes vs. Trump yes-men,0,2022-07-03 01:00:56.317935+00:00,washingtonpost,Secret Service Past Year
"Can a Supreme Court justice be removed? Are decisions final? Here's what you need to know about the court, its makeup and its power",1,2022-07-02 14:00:39.211878+00:00,cnn,Supreme Court
Transformative Term at Supreme Court Affirms Sharp Rightward Shift,1,2022-07-02 01:00:43.164503+00:00,nytimes,Supreme Court
‘The Pro-Life Generation’: Young Women Fight Against Abortion Rights,1,2022-07-03 14:00:34.798752+00:00,nytimes,Abortion Rights Women
